"2018/05/18 3:26:38 PM GMT+1","It is a tool I use occasionally for professional work","10-15 years","4-6 years","2-10","Mobile Games;Web Games","JavaScript;C++;Flash (SWF)","France","Official installer;Homebrew","iOS App Store;Google Play;The Web","Windows","Chrome","Android","openfl","","Forums - http://community.haxe.org;Twitter","< $30,000","No","Yes","No","Enterprise","$1001-$5000",""
"2018/05/18 3:30:15 PM GMT+1","It is one of the main tools I use professionally","10-15 years","4-6 years","2-10","Console Games;Desktop Games;Desktop Applications;Sotfware Libraries;Command Line Utilities;Art","JavaScript;C++;Java;Neko;Flash (SWF);--interp","United States","Official installer","Steam;PlayStation 4;PlayStation Vita;Xbox One;GOG.com;itch.io;The Web","Windows","Firefox","iOS","haxeflixel, openfl, lime, firetongue, hxcpp, crashdumper, flixel-ui","","Forums - http://community.haxe.org;Twitter","$30,000-$50,000","Yes","Yes","No","Free","$1-$100",""
"2018/05/18 3:31:52 PM GMT+1","It is one of the main tools I use professionally","7-10 years","4-6 years","<= 1","Desktop Games;Mobile Games;Art","JavaScript;C++;Flash (SWF)","United States","Official installer","Steam;itch.io;The Web","Windows","Chrome","Android","flixel, openfl, lime","","Twitter;Haxeflixel Discord","$30,000-$50,000","What's a macro?","No","No","Free","$101-$500",""
"2018/05/18 3:35:18 PM GMT+1","I use Haxe for hobby projects","3-5 years","2-4 years","2-10","Front-end web;Back-end web;Desktop Applications;Sotfware Libraries;Command Line Utilities","JavaScript","","Official installer","The Web","Windows","Edge","Android","Hxnodejs, tink(s) ","","Forums - http://community.haxe.org;Twitter;Gitter.im","$70,001-$100,000","No","Yes","No","Haxe is still hobby for me :(","$1-$100",""
"2018/05/18 3:35:28 PM GMT+1","I use Haxe for hobby projects","7-10 years","2-4 years","<= 1","Desktop Games;Mobile Games","JavaScript;C++;Neko;Flash (SWF)","United States","Official installer","","OSX","Safari","iOS","OpenFL, HaxeFlixel, HaxePunk","","Twitter;Discord","< $30,000","No","No","No","Free","$1-$100",""
"2018/05/18 3:51:05 PM GMT+1","I use Haxe for hobby projects","7-10 years","1-2 years","<= 1","Desktop Games;Mobile Games","JavaScript;C++;HashLink;Neko","France","Official installer","itch.io","Windows","Chrome","Android","castle","","discord","$30,000-$50,000","No","No","No","Free","$1-$100",""
"2018/05/18 4:07:23 PM GMT+1","I use Haxe for hobby projects","7-10 years","4-6 years","26-100","Front-end web","JavaScript","Russia","Official installer","The Web","Windows","Firefox","Android","openfl","","Twitter","< $30,000","Yes","Yes","No","Free","$1-$100",""
"2018/05/18 4:24:15 PM GMT+1","It is one of the main tools I use professionally","7-10 years","4-6 years","<= 1","Front-end web;Back-end web;Desktop Applications;Mobile Applications;Sotfware Libraries;Command Line Utilities","JavaScript","Hong Kong","Lix","iOS App Store;Google Play;The Web","OSX","Chrome","Android","tink_*, coconut.*","","Twitter;Gitter.im","$30,000-$50,000","Yes","Yes","No","Free","$1-$100",""
"2018/05/18 4:26:46 PM GMT+1","It is one of the main tools I use professionally","> 15 years","4-6 years","2-10","Front-end web;Back-end web;Desktop Applications;Mobile Applications;Sotfware Libraries;Command Line Utilities","JavaScript;C++;PHP;Java;Neko","Germany","Linux Package Manager;Build from source","The Web","Linux","Chrome","iOS","munit, mcover, openfl, lime, hxcpp, haxeui, checkstyle","","Forums - http://community.haxe.org;Gitter.im","$50,001-$70,000","Yes","Yes","No","Free","$1-$100",""
"2018/05/18 4:28:59 PM GMT+1","I use Haxe for hobby projects","1-3 years","1-2 years","<= 1","Desktop Games;Mobile Games","C++;Flash (SWF)","Canada","Official installer","itch.io;The Web;Newgrounds.com","Windows","Chrome","Android","HaxeFlixel, OpenFL","","Twitter;HaxeFlixel Discord","I'd rather not say","What's a macro?","Yes","No","Free","$501-$1000",""
"2018/05/18 4:29:15 PM GMT+1","It is one of the main tools I use professionally","> 15 years","> 8 years","2-10","Front-end web;Back-end web;Desktop Applications;Mobile Applications","JavaScript;Java;C#;Neko;--interp","Germany","Official installer","iOS App Store;The Web","Linux","Chrome","Android","tink,doom,framework7,haxeui,","","Forums - http://community.haxe.org","$50,001-$70,000","Yes","Yes","Yes","Professional","$1001-$5000",""
"2018/05/18 4:30:09 PM GMT+1","It is a tool I use occasionally for professional work","10-15 years","2-4 years","2-10","Front-end web","JavaScript","Russia","Official installer","The Web","Windows","Chrome","Android","","","Forums - http://community.haxe.org","$70,001-$100,000","Yes","Yes","No","Free","$1-$100",""
"2018/05/18 4:53:29 PM GMT+1","I use Haxe for hobby projects","3-5 years","1-2 years","<= 1","Desktop Games;Mobile Games;Front-end web;Sotfware Libraries;Command Line Utilities","JavaScript;C++;Java;--interp","Russia","Official installer","Google Play;The Web","OSX","Firefox","Android","Kha","","Forums - http://community.haxe.org;Twitter;Gitter.im;#haxe on irc","I'd rather not say","Yes","Yes","No","Free","Nothing",""
"2018/05/18 5:20:30 PM GMT+1","I use Haxe for hobby projects","3-5 years","< 1 year","<= 1","Desktop Games;Mobile Games","C++","United States","Linux Package Manager","itch.io;The Web","Linux","Firefox","Android","Haxeflixel","","Twitter","I'd rather not say","What's a macro?","No","No","Free","$1-$100",""
"2018/05/18 5:40:03 PM GMT+1","I use Haxe for hobby projects","1-3 years","< 1 year","<= 1","Desktop Games;Mobile Games","Neko;Flash (SWF)","United States","Official installer","Steam;itch.io;The Web","Windows","Chrome","iOS","HaxeFlixel","","Forums - http://community.haxe.org;Twitter;Discord","< $30,000","Yes","No","No","Free","$1-$100",""
"2018/05/18 5:41:22 PM GMT+1","It is a tool I use occasionally for professional work","10-15 years","< 1 year","2-10","Front-end web;Desktop Applications;Mobile Applications;Sotfware Libraries;Art","JavaScript;C++;HashLink;C#;Flash (SWF)","United States","Official installer","The Web","Windows","Chrome","Android","OpenFL, Lime, HaxeUI, PixiJS, Actuate","","Forums - http://community.haxe.org;Gitter.im","$50,001-$70,000","No","Yes","No","Free","$1-$100",""
"2018/05/18 5:48:52 PM GMT+1","I use Haxe for hobby projects","3-5 years","2-4 years","10-25","Front-end web","JavaScript;HashLink;Flash (SWF)","","Official installer;Build from source","The Web","Windows","Chrome","Windows Phone","","","Forums - http://community.haxe.org","< $30,000","Yes","Yes","No","Free","$501-$1000",""
"2018/05/18 5:51:06 PM GMT+1","It is one of the main tools I use professionally","7-10 years","1-2 years","2-10","Back-end web","JavaScript","France","Official installer","","OSX","Firefox","iOS","haxe-js-kit","","","$30,000-$50,000","No","Yes","No","","",""
"2018/05/18 5:58:37 PM GMT+1","I use Haxe for hobby projects","> 15 years","2-4 years","<= 1","Desktop Games;Mobile Games","JavaScript;C++;Neko;Flash (SWF)","Netherlands","Official installer","itch.io","Linux","Firefox","Android","HaxePunk","","Forums - http://community.haxe.org","$70,001-$100,000","No","No","No","Free","$1-$100",""
"2018/05/18 6:04:10 PM GMT+1","It is a tool I use occasionally for professional work","7-10 years","4-6 years","<= 1","Desktop Games;Mobile Games","C++;Neko","Italy","Linux Package Manager","Steam;Google Play","Linux","Firefox","Android","HaxePunk","","","< $30,000","No","No","No","Free","$1-$100",""
"2018/05/18 6:07:18 PM GMT+1","I use Haxe for hobby projects","> 15 years","6-8 years","1501-10000","Desktop Games;Mobile Games","JavaScript;C++;--interp","United States","Build from source","itch.io;The Web","Linux","Firefox","Android","","","Forums - http://community.haxe.org;Twitter;Gitter.im",">$150,000","Yes","Yes","No","none","Nothing",""
"2018/05/18 6:27:25 PM GMT+1","It is one of the main tools I use professionally","10-15 years","2-4 years","501-1500","Front-end web","JavaScript","Belgium","Switchx","The Web","OSX","Chrome","Android","Tink, hexmachina","","Forums - http://community.haxe.org;Twitter;Gitter.im","$70,001-$100,000","Yes","No","No","Help to finance a specific target","$101-$500",""
"2018/05/18 7:38:25 PM GMT+1","I don't use Haxe but would like to","3-5 years","< 1 year","<= 1","Console Games;Desktop Games;Mobile Games;Desktop Applications","C++;HashLink","France","Official installer;Homebrew","Steam;iOS App Store;Google Play;Nintendo Switch","Windows","Chrome","iOS","haxeflixel, but i plan on learning heaps","","Reddit","< $30,000","No","No","No","Free","Nothing",""
"2018/05/18 7:58:42 PM GMT+1","I use Haxe for hobby projects","10-15 years","2-4 years","<= 1","Desktop Games;Mobile Games","JavaScript;C++;Flash (SWF)","Spain","Official installer","itch.io;The Web","Windows","Chrome","Android","openfl, haxeflixel","","","$50,001-$70,000","No","No","No","Free","$1-$100",""
"2018/05/18 8:22:29 PM GMT+1","It is one of the main tools I use professionally","10-15 years","4-6 years","10-25","Front-end web;Mobile Applications;Sotfware Libraries","JavaScript;Neko","","Homebrew","The Web","OSX","Chrome","Android","acutate, hxbolts","","","I'd rather not say","Yes","Yes","No","","",""
"2018/05/18 9:15:37 PM GMT+1","I use Haxe for hobby projects","> 15 years","< 1 year","<= 1","Front-end web;Desktop Applications;Mobile Applications;Sotfware Libraries;Command Line Utilities;4th Generation Language to allow languages of world to do programming","JavaScript;C++;Java;C#;Python","United States","Official installer","","Windows","Firefox","Android","Hx-strings","","","I'd rather not say","No","Yes","No","Free","$501-$1000",""
"2018/05/18 9:19:28 PM GMT+1","It is one of the main tools I use professionally","7-10 years","> 8 years","<= 1","Desktop Games;Mobile Games;Front-end web;Back-end web;Desktop Applications;Mobile Applications;Command Line Utilities","JavaScript;C++;Neko;Python","France","Official installer;Build from source","Google Play;itch.io","Windows","Chrome","Android","OpenFL, haxeflixel","","Forums - http://community.haxe.org","$30,000-$50,000","Yes","Yes","No","Free","$1-$100",""
"2018/05/18 9:23:09 PM GMT+1","I use Haxe for hobby projects","10-15 years","< 1 year","2-10","Desktop Games;Mobile Games","JavaScript;Flash (SWF)","Russia","Official installer","","Windows","Chrome","Android","hscript","","Forums - http://community.haxe.org;https://t.me/haxe_ru","< $30,000","No","No","No","Free","Nothing",""
"2018/05/18 9:29:00 PM GMT+1","I use Haxe for hobby projects","> 15 years","1-2 years","2-10","Desktop Games;Front-end web","JavaScript;C++","Bosnia and Herzegovina","Official installer","Steam;The Web","Windows","Firefox","none","haxepunk","","Forums - http://community.haxe.org;Twitter","I'd rather not say","Yes","Yes","No","no","Nothing",""
"2018/05/18 9:37:22 PM GMT+1","I use Haxe for hobby projects","7-10 years","1-2 years","10-25","Desktop Games;Mobile Games;Front-end web","JavaScript;C++;Lua;PHP;Java;C#;Flash (SWF);AS3 Source","Russia","Official installer","iOS App Store;Google Play","Windows","Chrome","Android","","","","< $30,000","Yes","No","No","Free","$1-$100",""
"2018/05/18 10:11:39 PM GMT+1","It is one of the main tools I use professionally","3-5 years","< 1 year","2-10","Desktop Games;Mobile Games;Front-end web;Desktop Applications;Mobile Applications;Art","JavaScript;PHP;Flash (SWF);AS3 Source","United Arab Emirates","Official installer","iOS App Store;Google Play;The Web","Windows","Chrome","Android","Mostly OpenFL with AdvanceLayout lib","FlashDevelop/HaxeDevelop","Forums - http://community.haxe.org","I'd rather not say","No","No","No","Free","$101-$500",""
"2018/05/18 10:44:12 PM GMT+1","It is a tool I use occasionally for professional work","10-15 years","1-2 years","2-10","Front-end web;Back-end web;Mobile Applications","JavaScript;Python","United States","Linux Package Manager","iOS App Store;Google Play;The Web","Linux","Chrome","iOS","ufront (sadly unmainainted), tink libs, haxe-modular and haxe-webpack","","Forums - http://community.haxe.org;Twitter","$100,001-$150,000","Yes","Yes","No","Professional","$101-$500",""
"2018/05/18 10:58:40 PM GMT+1","It is a tool I use occasionally for professional work","> 15 years","> 8 years","<= 1","Front-end web;Back-end web","JavaScript;PHP;Flash (SWF)","Canada","Official installer","The Web","OSX","Firefox","iOS","actuate;as3hx;asynctools;asys;away3d;box2d;buddy;checkstyle;cleversort;compiletime;detox;erazor;express;extension-locale;feffects;flixel;flixel-addons;flixel-tools;format;glory;gsap;haxe-ga;haxe-websocket-remoting;haxe-ws;haxelib_client;heaps;hxlibc;hxnodejs;hxtools;jquery;jQueryExtern;json-rpc;jstack;keybinding;layout;lime;lime-samples;lime-tools;linc_ogg;linc_openal;linc_opengl;linc_sdl;linc_stb;linc_timestamp;logshim;markdown;mcli;mconsole;mime;minject;modular;monsterdebugger;msignal;mtwin;node-webkit;nodejs;objectinit;openfl;openfl-bitfive;openfl-html5;openfl-html5-dom;openfl-native;openfl-samples;promhx;promhx-unit-test;puremvc-asynccommand-multicore;puremvc-asynccommand-standard;puremvc-multicore;puremvc-pipes;puremvc-standard;puremvc-statemachine-multicore;puremvc-statemachine-standard;puremvc-undo-multicore;pushstate;random;redux;refactor;selecthxml;shaderblox;skylark-ui;smtpmailer;sourcemap;svg;swf;three,js;threejs;thx,core;tink_await;tink_core;tink_io;tink_macro;tink_priority;tink_streams;tink_syntaxhub;ufront;ufront-client;ufront-easyauth;ufront-mail;ufront-mvc;ufront-orm;ufront-ufadmin;ufront-uftasks;unknown;utest;websocket","Visual Studio Code","Forums - http://community.haxe.org;Twitter;Gitter.im;Email","I'd rather not say","Yes","No","No","","Nothing",""
"2018/05/18 11:31:45 PM GMT+1","It is one of the main tools I use professionally","> 15 years","6-8 years","10-25","Desktop Games;Mobile Games;Front-end web;Back-end web;Desktop Applications;Sotfware Libraries;Command Line Utilities","JavaScript;C#;Neko;Flash (SWF)","Russia","Official installer","iOS App Store;Google Play;The Web","OSX","Safari","Windows Phone","Pony, pixijs, hxnodejs, hxbit","Visual Studio Code","Twitter;Gitter.im","$30,000-$50,000","Yes","Yes","No","Free","$101-$500",""
"2018/05/18 11:31:55 PM GMT+1","It is a tool I use occasionally for professional work","7-10 years","4-6 years","N/A","Sotfware Libraries;Command Line Utilities","JavaScript;C++;Neko;Flash (SWF);--interp","Germany","Official installer;Build from source","","Windows","Chrome","Android","","Visual Studio Code","Forums - http://community.haxe.org;Twitter;Gitter.im","I'd rather not say","Yes","Yes","No","Free","Nothing",""
"2018/05/18 11:40:48 PM GMT+1","It is one of the main tools I use professionally","7-10 years","4-6 years","2-10","Desktop Games;Mobile Games;Back-end web;Command Line Utilities","JavaScript;C++;Neko;Flash (SWF)","United States","Official installer;Build from source","I create game dev tools, don't publish games myself","Windows","Chrome","Android","actuate, box2d, hscript, hxcpp, hxtelemetry, lime, openfl, polygonal-ds","Sublime Text","Forums - http://community.haxe.org;Twitter","< $30,000","Yes","Yes","No","Free","Nothing",""
"2018/05/18 11:43:58 PM GMT+1","It is a tool I use occasionally for professional work","> 15 years","4-6 years","<= 1","Desktop Games;Mobile Games;Front-end web","JavaScript;C++;HashLink;Neko;Flash (SWF)","New Zealand","Official installer;Linux Package Manager;Build from source","iOS App Store;Google Play;The Web","Linux","Firefox","Android","openfl, lime","Visual Studio Code","","< $30,000","Yes","No","No","","",""
"2018/05/18 11:57:20 PM GMT+1","I use Haxe for hobby projects","> 15 years","1-2 years","<= 1","Console Games;Desktop Games;Mobile Games","JavaScript;C++;HashLink","United States","Official installer;Build from source;Homebrew","Nothing currently published, check back later.","OSX","Firefox","iOS","heaps","Visual Studio Code","Gitter.im","I'd rather not say","Yes","Yes","No","Hobbyist / Patreon - Please provide a plan around $10-20 a month","$1-$100",""
"2018/05/19 12:00:19 AM GMT+1","It is one of the main tools I use professionally","7-10 years","> 8 years","2-10","Front-end web;Back-end web;Command Line Utilities;Data processing and analysis","JavaScript;C++;Java;Neko;--interp","Brazil","Linux Package Manager;Build from source","The Web","Linux","Chrome","Android","tink openfl","VIM","Forums - http://community.haxe.org;Twitter","I'd rather not say","Yes","Yes","No","Professional or Enterprise, but the first is (IMO) opinion too expensive for what it offers and the second is not something my company has the need for yet ","$101-$500",""
"2018/05/19 12:07:36 AM GMT+1","It is one of the main tools I use professionally","> 15 years","2-4 years","501-1500","Front-end web","JavaScript;C#","Luxembourg","zip file","The Web","Windows","Chrome","Both iOS and Android","tink_core, tink_state, tink_macro, modular","FlashDevelop/HaxeDevelop","Forums - http://community.haxe.org;Twitter;Gitter.im;slack","$70,001-$100,000","Yes","Yes","Yes","Elite","$5001-$20,000",""
"2018/05/19 12:36:16 AM GMT+1","It is one of the main tools I use professionally","> 15 years","2-4 years","<= 1","Desktop Games;Mobile Games;Desktop Applications;Mobile Applications;Command Line Utilities","JavaScript;C++","United States","Linux Package Manager","itch.io;The Web","Linux","Chrome","Android","","VIM","Forums - http://community.haxe.org;Twitter;Gitter.im","I'd rather not say","Yes","Yes","No","Free","",""
"2018/05/19 2:21:25 AM GMT+1","It is one of the main tools I use professionally","> 15 years","6-8 years","2-10","Front-end web;Back-end web;Sotfware Libraries;Command Line Utilities","JavaScript;Neko;--interp","Japan","Official installer;Chocolatey","The Web","Windows","Firefox","Android","Buddy","Visual Studio Code","Twitter","$50,001-$70,000","Yes","Yes","No","Professional","$1-$100",""
